Rate|Date|Product_Name|User_Function|Company_Size|Industry|Title|Text
5.0|Nov 3, 2021|Talend Data Fabric|Data and Analytics|30B + USD|Banking Industry|Powerful but complex for users|Where I answered N/A, I was not involved. I am mort impressed with the post-implementation support from the very talented experts at Talend.
4.0|Nov 8, 2021|Talend Platform for Data Services (Legacy)|Software Development|50M - 250M USD|Consumer Goods Industry|Talend platform for Data Services - our goto platform|The tool is extremely intuitive to use and it is also very versatile. We are using it for quite some years now and it has improved with every release.
4.0|Dec 26, 2019|Talend Data Management Platform (Legacy)|Data and Analytics|Gov't/PS/ED <5,000 Employees|Media Industry|Great tool for mining, ingesting and storing data|We are currently testing Talend for their data management capabilities. Indeed, we are rebuilding our data architecture and thinking of adding the Talend data management platform to it. It has great reviews so far for its mining, ingesting and storing system. ...
2.0|Oct 16, 2019|Talend Platform for Data Services (Legacy)|Software Development|<50M USD|Construction Industry|Not the promised improvements compared to the Open studio solution|Our servers are implemented with the different parts of Talend enterprise, but with only a few of our interfaces migrated, we already ran into capacity problems, the CPU is running 100% on most of the servers, even the logging servers which we don't even use actively yet. We asked our ...
3.0|Oct 31, 2019|Talend Data Fabric|Data and Analytics|250M - 500M USD|IT Services Industry|Initial adoption and adding new sources easy. Impact analysis and monitoring could improve|The tool is easy to learn and use. We love that it can integrate with a wide variety of data sources and even better, licensing is not based on sources integrated. As a result, we have been able to integrate multiple additional sources after the initial implementation. Impact analysis and ...
4.0|Oct 29, 2019|Talend Platform for Big Data Integration (Legacy)|IT|1B - 3B USD|Healthcare and Biotech Industry|Implementation using talend is really made easy but it needs more features.|Talend is a very effecient tool which can reduce the hardship of writing code and it made the connectivities and ETL code easy to write, maintain and debug. There are few features that talend does not support ex: we cannot write kafka messages as key value pairs using talend. It should ...
4.0|Nov 8, 2019|Talend Data Management Platform (Legacy)|Research and Development|50M - 250M USD|Construction Industry|excellent product with easy handling|we use talend to exchange applications between ETL flows or web services exchanges. We also use Talend MDM for managing master data. we are generally satisfied with the ETL and Web Services solution. The MDM solution is a little stalled.
3.0|Oct 24, 2019|Talend Platform for Big Data Integration (Legacy)|IT|3B - 10B USD|Retail Industry|Easy Implementation, but hard to upgrade and maintain|The initial deployment of the infrastructure went well. But our company and its technology partners have been having a hard time operationalizing and supporting the platform
3.0|Oct 18, 2019|Talend Platform for Big Data Integration (Legacy)|IT|<50M USD|IT Services Industry|New features require extensive testing, old features are often changed in a bad way.|New version of their product has many new features but less developer focused. Many of those features are implemented halfway and hardly useful.
4.0|Oct 31, 2019|Talend Data Fabric|IT|500M - 1B USD|IT Services Industry|Trouble free Implementations But upgrades are a bit challenging.|The Tool installation is very intuitive Workflow creations are good and have helped the clients in managing a hybrid Data Lake ( mix of NoSQL and DWH). The documentations part needs to improve wrt the learning part.
5.0|Oct 31, 2019|Talend Platform for Big Data Integration (Legacy)|General Management|50M - 250M USD|Healthcare and Biotech Industry|Talend - A Big Data Company that Delivers|Talend provided excellent sales and after-sales support. Their training and support is top notch. Karan and Daniel Mercado both were great.
5.0|Nov 1, 2019|Talend Platform for Data Services (Legacy)|Management / Business Consulting|1B - 3B USD|Healthcare and Biotech Industry|Implementation was easy for real time data integration|It is great experience with Talend as DI ans ESB. Very easy to use , understand and work on it. Support is best and quick.
3.0|Oct 30, 2019|Talend Data Fabric|Product Management|<50M USD|IT Services Industry|Easy implementation with Sugar CRM and many features|In our previous experience, we decided to adopt SUGARCRM as our customer data management. So we were expired by trying the Talend free trial formula. The Tool is solid and integration was easy, fast dat import and offer many features of data calculation, in an appealing graphic ...
3.0|Oct 31, 2019|Talend Platform for Big Data Integration (Legacy)|Management / Business Consulting|30B + USD|IT Services Industry|It's getting worse and worse with each release.|Their support is avarage, the development team only fixes problems reported by users, affecting a small part which is not a good technique, patches have to be requested for bugfixes.
3.0|Oct 21, 2019|Talend Platform for Big Data Integration (Legacy)|Data and Analytics|30B + USD|IT Services Industry|It is really good for data ingestion but TAC needs further development.|Talend Studio (6.3) works really slowly sometimes (loading jobs, searching for jobs, switching between code and design view). Right now I can't even add jobs to TAC, I don't know why. Regenerate job on change does not work properly (if it is checked, TAC always regenerates the ...
4.0|Oct 23, 2019|Talend Data Fabric|Data and Analytics|50M - 250M USD|IT Services Industry|Implementation was smooth, documentation needs refinement|Ease of use, diverse components that caters to every need to integrate to multiple heterogeneous systems to ingest and egest into multiple systems. The only problem (not a actual problem per-se) that I would like to highlight here is the documentation for the components which are not that ...
4.0|Oct 25, 2019|Talend Data Fabric|Data and Analytics|250M - 500M USD|Miscellaneous Industry|Need more broad view of Cloud research|Deployment via Talend management console was easy and scheduling was really good. But i wish there should have been more flexible way of executing not just talend job.
5.0|Sep 5, 2018|Talend Data Fabric|Software Development|<50M USD|IT Services Industry|Very powerful, very simple implementation... I can't do without|I don't have another experience with a similar product but I can't do without. The solution answer to all data integration needs. The development is easy and quikly. I started with the open source solution. Very quickly I needed a production system. With the enterprise solution, I can manage, ...
5.0|Oct 18, 2018|Talend Data Fabric|Data and Analytics|1B - 3B USD|Travel and Hospitality Industry|Great scalable product and company|Great account (local) and product team (central) and eager to understand how the product can be improved.
5.0|May 5, 2018|Talend Platform for Data Services (Legacy)|IT Services|1B - 3B USD|Telecommunication Industry|As a low code, easy to maintain, integration solution, Talend seems to hit the mark.|Overall experience has been very positive. This tool allows integration engineers to use a low code solution to write scripts visually. Being able to write complex scripts visually with the studio makes for very fast turnaround of these complex integrations that need to be built. Maintenance of ...
